onboarded_month,user_login_month,count_user_login,auth_month,registration_status,primary_act_holder_member_id,transfer_amount,deposit_amount,deposit_count,transaction_amount,transfer_count
2021-11-25,2021-09-15,42,2021-11-08,activated,7,1054.64,128.2,43,63.33,11
2021-01-25,2021-02-03,34,2021-04-02,onboarded,936,148.85,73.74,47,10.13,10
2021-05-27,2021-07-23,79,2021-06-28,pending,373,1209.62,1423.29,70,58.1,80
2021-04-28,2021-04-20,71,2021-06-11,pending,652,1197.1,865.18,52,43.51,36
2021-09-01,2021-09-28,46,2021-10-13,pending,675,1741.29,1283.93,71,86.45,89
2021-04-21,2021-04-06,23,2021-06-04,onboarded,949,1319.94,681.24,53,25.8,99
2021-05-11,2021-10-28,94,2021-10-12,activated,729,637.47,156.18,61,28.23,18
2021-06-30,2021-05-21,26,2021-08-29,onboarded,38,1890.33,1233.56,44,2.15,68
2021-08-12,2021-04-07,85,2021-06-28,onboarded,820,203.36,225.1,23,28.96,18
2021-07-28,2021-02-14,59,2021-05-25,onboarded,987,866.39,369.64,75,64.51,79
2021-07-03,2021-03-26,40,2021-12-21,onboarded,301,890.19,754.28,96,79.69,19
2021-11-28,2021-12-20,22,2021-07-28,onboarded,40,1432.41,425.67,93,75.39,19
2021-10-13,2021-08-24,60,2021-06-01,onboarded,99,55.99,546.77,51,36.7,50
2021-05-04,2021-10-16,84,2021-09-25,activated,276,985.9,474.41,88,22.85,19
2021-12-07,2021-11-19,37,2021-11-20,activated,743,1608.77,202.94,39,94.19,45
2021-05-21,2021-08-16,77,2021-04-26,onboarded,680,1443.79,156.7,90,97,81
2021-01-02,2021-12-21,50,2021-06-25,activated,902,1714.55,1252.71,58,94.87,48
2021-08-21,2021-09-29,24,2021-03-02,pending,372,822.17,1957.24,6,28.9,72
2021-05-30,2021-12-28,49,2021-10-06,activated,805,135.25,1357.63,46,80.37,22
2021-05-30,2021-06-20,1,2021-12-15,activated,170,295.7,1912.8,60,34.1,91
2021-06-17,2021-05-07,73,2021-02-18,onboarded,192,746.95,851.9,82,82.97,78
2021-05-01,2021-06-04,22,2021-06-02,activated,24,13.43,1631.19,45,81.11,12
2021-06-07,2021-07-29,61,2021-11-14,pending,383,480.33,253.35,68,44.69,7
2021-12-24,2021-12-19,79,2021-04-22,onboarded,276,882.56,456.18,59,62.32,7
2021-06-01,2021-09-18,41,2021-06-26,activated,390,689.3,1214.52,30,33.95,74
2021-02-17,2021-08-28,85,2021-03-28,onboarded,424,710.93,108.64,88,7.27,91
2021-11-14,2021-01-06,96,2021-08-10,activated,104,1782.99,348.24,69,60.82,53
2021-12-11,2021-09-12,99,2021-11-08,onboarded,649,818.26,740.61,37,49.61,98
2021-09-04,2021-07-13,23,2021-06-06,onboarded,568,268.9,1857.86,8,42.4,8
2021-01-05,2021-11-26,90,2021-07-22,activated,606,1032.18,135.1,4,91.7,83
2021-06-20,2021-02-16,54,2021-01-09,onboarded,93,462.6,426.23,85,4.79,15
2021-03-21,2021-02-19,19,2021-12-11,pending,434,1876.63,40.9,65,16.55,76
2021-10-15,2021-09-13,51,2021-11-05,onboarded,835,75.14,652.34,27,72.14,18
2021-06-03,2021-09-13,98,2021-03-09,onboarded,613,1440.62,1004.84,63,78.49,66
2021-05-08,2021-03-08,69,2021-08-10,onboarded,525,53.48,1698.97,85,93.87,64
2021-02-06,2021-03-02,16,2021-03-31,onboarded,308,1875.22,179.4,9,94.83,55
2021-03-06,2021-10-29,8,2021-09-29,onboarded,712,199.2,907.6,21,19.5,21
2021-01-05,2021-06-11,17,2021-09-30,pending,48,691.51,1413.31,43,54.6,18
2021-06-29,2021-02-28,59,2021-01-11,pending,795,118.3,1828.5,69,76.73,2
2021-07-21,2021-12-14,21,2021-09-28,onboarded,607,865.44,1853.67,46,13.46,95
2021-06-19,2021-06-10,87,2021-08-16,activated,140,348.39,1300.32,7,52.34,24
2021-01-28,2021-07-16,20,2021-07-01,onboarded,534,496.54,210.31,50,94.44,54
2021-05-18,2021-06-14,74,2021-06-07,onboarded,904,450.98,873,5,46.93,89
2021-12-15,2021-09-10,10,2021-10-31,onboarded,123,699.7,1995.17,37,12.82,61
2021-04-22,2021-11-24,42,2021-12-05,onboarded,863,1601.9,592.37,90,15.43,12
2021-11-21,2021-09-21,61,2021-11-01,onboarded,308,1929.99,627.62,97,57.79,1
2021-03-03,2021-03-12,87,2021-04-03,onboarded,570,49.7,893.45,78,37.13,79
2021-03-21,2021-08-30,66,2021-07-09,pending,652,1968.4,776.95,54,72.81,73
2021-11-27,2021-03-15,24,2021-07-24,onboarded,346,241.73,45.75,78,59.14,90
2021-01-08,2021-04-03,78,2021-10-10,activated,452,1978.24,1452.8,27,6.29,94
2021-08-07,2021-10-25,56,2021-11-10,pending,130,1538.64,1921.84,7,62.98,44
2021-01-26,2021-08-07,94,2021-10-19,activated,482,143.9,81.77,75,94.77,42
2021-04-03,2021-11-09,87,2021-03-13,onboarded,343,1437.16,311.25,37,93.6,89
2021-03-14,2021-07-22,82,2021-10-18,onboarded,505,1749.22,1258.31,20,46.7,8
2021-09-18,2021-09-07,22,2021-05-29,activated,70,898.54,1170.22,8,15.52,19
2021-01-21,2021-01-24,76,2021-08-03,activated,308,1192.49,338.46,24,27.3,47
2021-04-13,2021-04-02,20,2021-03-27,onboarded,844,1629.82,193.99,32,59.26,68
2021-03-06,2021-07-17,67,2021-06-16,activated,343,1006.31,1218.46,13,4.14,55
2021-02-05,2021-11-17,21,2021-06-12,activated,517,855.15,520.14,8,95.35,9
2021-10-10,2021-05-28,7,2021-05-09,onboarded,160,1413.41,528.9,69,27.65,40
2021-12-27,2021-10-30,86,2021-03-02,pending,453,155.17,1326.39,28,35.83,4
2021-03-10,2021-05-02,53,2021-08-31,onboarded,512,724.46,99.73,42,25.91,2
2021-05-13,2021-09-29,59,2021-07-15,onboarded,897,836.4,376.39,25,99.45,30
2021-10-19,2021-08-29,13,2021-06-11,activated,288,110.36,1015.95,51,82.47,85
2021-04-28,2021-03-06,65,2021-08-03,activated,987,603.11,918.4,40,72.66,70
2021-12-02,2021-01-25,45,2021-12-11,activated,571,955.54,169.75,45,12.87,46
2021-02-11,2021-06-02,32,2021-12-11,onboarded,214,1640.37,1569.91,18,23.52,41
2021-05-11,2021-02-14,89,2021-06-06,onboarded,211,1681.58,1465.27,21,3,32
2021-03-09,2021-10-06,49,2021-09-10,onboarded,596,1995.77,462.27,51,34.8,52
2021-03-14,2021-03-28,56,2021-02-08,onboarded,397,539.46,1749.31,71,44.39,52
2021-05-07,2021-01-04,20,2021-07-03,pending,860,1073.35,1051.9,82,95.12,27
2021-08-18,2021-03-16,49,2021-04-26,pending,19,131.83,1844.19,79,18.67,98
2021-12-03,2021-10-25,2,2021-10-10,onboarded,623,1592.98,975.1,37,6.3,25
2021-11-05,2021-09-18,49,2021-10-28,onboarded,54,56.76,476.5,70,88.37,43
2021-09-05,2021-09-12,96,2021-10-14,onboarded,610,871.26,714.2,11,99.38,77
2021-10-03,2021-03-07,78,2021-11-25,onboarded,552,1296.4,661.58,52,89.3,67
2021-10-13,2021-02-20,35,2021-11-05,onboarded,294,867.51,383.1,88,88.64,63
2021-07-06,2021-09-14,72,2021-09-07,onboarded,706,1197.71,1359.72,86,83.27,95
2021-12-13,2021-06-08,42,2021-10-17,pending,369,201.7,565.91,95,16.87,16
2021-07-25,2021-02-11,68,2021-11-14,onboarded,171,1495.6,829.12,24,20.46,62
2021-02-09,2021-11-18,59,2021-03-24,onboarded,435,1067.58,713.68,52,66.54,50
2021-01-17,2021-07-05,37,2021-04-22,activated,16,26.64,55.3,17,10.47,42
2021-04-03,2021-09-14,11,2021-04-13,onboarded,549,604.57,659.98,36,50.42,50
2021-07-23,2021-02-21,10,2021-03-09,onboarded,577,580.5,1788.99,84,27.2,100
2021-05-13,2021-05-16,47,2021-08-02,onboarded,787,456.12,67.46,27,92.84,10
2021-03-29,2021-11-01,97,2021-12-18,onboarded,189,1481.38,1181.3,61,47.28,54
2021-08-09,2021-01-09,5,2021-04-20,activated,275,1238.1,1970.88,84,86.71,98
2021-06-15,2021-07-25,60,2021-03-05,onboarded,674,1497.8,39.12,2,2.42,30
2021-10-16,2021-10-05,92,2021-07-28,activated,869,1478.92,1511.59,20,77.55,53
2021-06-13,2021-07-20,18,2021-02-24,activated,946,1497.64,56.54,69,95.51,52
2021-12-20,2021-11-14,10,2021-08-03,onboarded,476,1565.89,579.7,55,68.23,91
2021-02-07,2021-04-26,92,2021-08-01,activated,366,866.83,292.6,18,43.25,79
2021-05-14,2021-11-20,2,2021-01-01,activated,296,709.6,432.62,39,59.43,82
2021-04-01,2021-12-02,4,2021-03-03,onboarded,176,1437.29,1640.72,53,87.24,63
2021-07-22,2021-03-09,38,2021-07-24,pending,299,1025.14,194.4,18,78.61,99
2021-11-28,2021-10-06,28,2021-04-26,onboarded,881,1720.9,1157.58,88,50,18
2021-06-07,2021-05-05,39,2021-04-16,onboarded,47,848.44,1282.76,77,18.61,76
2021-03-01,2021-08-17,90,2021-01-02,onboarded,357,1336.22,1332.93,13,85.99,53
2021-01-10,2021-09-30,5,2021-06-17,activated,299,1673.9,1922.83,46,19.23,8
2021-10-13,2021-10-07,61,2021-11-22,activated,377,674.22,1718.27,79,50.81,53
2021-04-17,2021-07-02,3,2021-03-29,activated,105,681.59,1764.9,22,46.54,72
2021-07-15,2021-11-08,23,2021-03-31,onboarded,602,416.1,746.94,30,60.2,95
2021-05-10,2021-12-04,96,2021-03-25,onboarded,399,1645.66,23.67,31,98.23,95
2021-06-13,2021-02-07,90,2021-06-29,onboarded,215,1240.2,787.87,100,41.6,47
2021-03-01,2021-02-01,58,2021-12-21,onboarded,848,1103.89,1193.73,63,41.9,65
2021-12-06,2021-05-02,29,2021-09-01,onboarded,905,269.64,1725.81,79,45.1,47
2021-01-26,2021-12-28,47,2021-04-08,pending,331,1764.49,381.54,86,82.53,9
2021-07-01,2021-06-11,69,2021-10-12,onboarded,146,355.65,1597.47,71,41.17,86
2021-09-01,2021-09-21,4,2021-09-06,activated,615,1819.6,1298.54,55,89.53,99
2021-06-18,2021-04-24,19,2021-11-08,pending,568,889.86,1174.39,35,47.62,9
2021-11-03,2021-01-25,11,2021-05-30,pending,993,802.77,418.92,31,19.9,75
2021-04-22,2021-11-21,24,2021-03-21,onboarded,864,616.82,1855.23,48,89.22,71
2021-01-30,2021-03-13,82,2021-05-21,onboarded,420,659.3,755.81,84,60.37,25
2021-05-08,2021-05-14,83,2021-05-20,onboarded,829,1762.82,1739.91,30,67.2,15
2021-05-21,2021-03-16,58,2021-05-31,activated,269,201.18,199.28,75,2.19,90
2021-11-04,2021-10-24,39,2021-04-19,onboarded,635,1046.64,536.53,73,98.71,17
2021-10-13,2021-06-08,62,2021-04-23,activated,66,1981.21,1950,36,58.19,28
2021-04-19,2021-09-15,69,2021-09-22,onboarded,844,467.22,939.83,65,36.9,51
2021-10-18,2021-10-15,47,2021-04-04,activated,404,1837.51,70.51,85,11.5,91
2021-02-07,2021-11-26,41,2021-08-19,activated,629,1220.72,830.17,63,18.77,51
2021-06-22,2021-06-12,62,2021-05-03,onboarded,160,74.61,550.87,53,32.53,17
2021-12-11,2021-09-02,82,2021-05-17,activated,250,1658.8,438.4,64,80.25,70
2021-06-09,2021-06-02,90,2021-03-15,activated,227,548.23,1883.4,4,9.36,62
2021-11-16,2021-07-22,17,2021-08-13,pending,532,1290.58,1301.66,94,15.7,83
2021-05-23,2021-11-02,39,2021-07-02,onboarded,715,1351.45,998.62,26,46.24,53
2021-08-29,2021-09-16,43,2021-09-25,activated,852,208.79,1333.54,66,1.77,36
2021-04-17,2021-04-18,19,2021-09-20,onboarded,536,490.95,811.8,91,11.76,2
2021-12-21,2021-01-06,88,2021-12-11,activated,981,1987.36,1549.25,80,48.7,10
2021-03-12,2021-09-05,34,2021-02-05,onboarded,845,460.84,897.51,18,16.96,54
2021-11-16,2021-05-11,77,2021-07-16,onboarded,562,1301.57,152.32,82,64.61,16
2021-04-13,2021-04-18,29,2021-05-27,activated,710,107.71,120.21,14,83.69,98
2021-07-13,2021-06-17,83,2021-09-25,pending,845,733.73,1001.71,16,12.61,53
2021-04-21,2021-05-14,36,2021-08-14,activated,792,991.74,613.55,74,97.42,44
2021-10-22,2021-09-06,16,2021-11-22,activated,481,1899.76,461.28,76,45.11,99
2021-10-03,2021-05-03,93,2021-10-26,onboarded,714,974.84,1597.69,21,56.28,91
2021-07-18,2021-06-18,63,2021-08-27,pending,782,529.11,1438.22,83,54.82,26
2021-10-07,2021-11-21,36,2021-01-14,onboarded,899,602.11,247.26,71,28.93,48
2021-03-09,2021-12-08,80,2021-04-03,activated,795,1776.74,1683.17,98,37.25,72
2021-01-07,2021-12-12,95,2021-10-30,onboarded,24,336.2,73.47,14,25.3,76
2021-08-10,2021-11-12,74,2021-06-18,pending,323,1458.44,738.4,56,36.1,95
2021-01-21,2021-04-14,20,2021-05-02,onboarded,938,172.87,1279.87,40,74.54,94
2021-01-15,2021-02-03,66,2021-12-24,onboarded,662,1455.61,686.84,93,24.27,18
2021-10-31,2021-07-12,15,2021-11-01,onboarded,529,1955.82,1698.92,13,71.38,13
2021-06-22,2021-09-09,29,2021-02-13,onboarded,180,114.62,1523.3,94,76.75,79
2021-08-18,2021-03-04,37,2021-02-10,pending,807,599.28,926.85,46,1.37,45
2021-09-15,2021-07-19,84,2021-06-14,onboarded,393,457.48,864.68,59,21.12,74
2021-05-14,2021-11-09,56,2021-07-28,onboarded,726,183.12,95.67,55,2.37,57
2021-11-29,2021-04-30,35,2021-11-13,onboarded,92,1916.9,1142.9,78,8.56,10
2021-04-27,2021-06-25,11,2021-06-08,activated,186,503.3,1456.59,71,78.23,60
2021-02-12,2021-04-27,11,2021-12-04,pending,333,1149.26,362.6,28,52.43,70
2021-04-01,2021-10-03,83,2021-01-05,activated,771,301.99,392.19,70,10.54,41
2021-04-09,2021-08-03,17,2021-09-04,pending,436,126.99,1487.32,4,66.24,24
2021-10-13,2021-11-04,16,2021-02-09,pending,155,122.8,1400.66,85,26.99,2
2021-04-18,2021-10-05,51,2021-05-07,activated,244,355.96,1229.42,40,75.79,43
2021-03-21,2021-09-28,78,2021-05-04,activated,25,333.89,654.65,43,72.36,4
2021-08-25,2021-11-09,71,2021-04-28,onboarded,270,1502.7,1010.49,15,95.53,13
2021-01-09,2021-11-12,28,2021-06-09,activated,73,1776.26,1509.6,91,62.49,16
2021-11-06,2021-06-18,82,2021-07-13,activated,683,760.32,722.93,64,56.88,38
2021-03-10,2021-11-16,53,2021-08-16,activated,655,1387.32,1368.94,70,18.19,43
2021-07-16,2021-01-18,25,2021-02-09,onboarded,123,515.34,1095.61,17,26.5,1
2021-06-21,2021-04-05,21,2021-11-09,onboarded,726,1267.36,1665.43,83,20.89,36
2021-02-15,2021-09-29,20,2021-02-28,onboarded,340,1493.17,1747.62,51,12.16,93
2021-07-14,2021-03-11,24,2021-09-06,onboarded,677,710.3,1130.52,51,53.72,93
2021-12-23,2021-10-02,6,2021-07-14,activated,885,1824.61,1337.44,92,2.66,5
2021-11-27,2021-10-27,52,2021-05-19,onboarded,121,1981.29,362.1,38,79.92,97
2021-10-26,2021-02-02,12,2021-09-25,onboarded,936,1031.9,1581.4,55,79.2,6
2021-07-10,2021-01-30,88,2021-12-21,pending,394,45.56,535.89,78,46.65,29
2021-05-12,2021-02-16,42,2021-04-02,activated,411,571.98,942.19,87,97.87,82
2021-01-11,2021-09-26,38,2021-08-12,onboarded,293,1395.81,605.2,32,57.96,4
2021-12-15,2021-10-17,95,2021-07-23,activated,518,575.46,393.22,87,51.88,95
2021-12-16,2021-09-17,21,2021-12-11,onboarded,316,1104.98,786.73,40,69.2,47
2021-04-01,2021-10-22,97,2021-08-28,activated,136,109.42,1949.47,2,13.5,85
2021-04-10,2021-03-16,95,2021-01-12,onboarded,425,875.27,1480.15,81,86.16,27
2021-03-02,2021-12-15,38,2021-12-01,activated,658,365.99,1170.69,100,52.96,19
2021-04-17,2021-05-06,62,2021-06-08,activated,210,1461.15,856.22,27,90.79,3
2021-08-08,2021-07-22,60,2021-08-24,onboarded,690,943.74,857,99,11,40
2021-08-14,2021-10-13,10,2021-07-30,pending,523,1670.42,220.67,75,22.93,40
2021-12-18,2021-10-21,6,2021-08-25,onboarded,92,1185.8,1060.88,86,27.2,95
2021-10-27,2021-10-14,6,2021-06-23,onboarded,314,479.2,126.74,99,15.19,50
2021-02-21,2021-07-13,29,2021-12-06,onboarded,887,144,829.79,44,24.1,35
2021-09-09,2021-05-11,70,2021-06-25,onboarded,355,660.96,1287.43,13,26.76,69
2021-12-29,2021-04-19,58,2021-03-03,activated,495,1319.78,1075.1,93,2.8,44
2021-04-15,2021-08-19,98,2021-09-10,onboarded,512,819.59,1094.65,21,62.19,75
2021-04-13,2021-04-03,34,2021-03-12,activated,73,1568.19,1583.6,50,12.58,77
2021-03-27,2021-02-03,73,2021-09-12,activated,963,1231.88,750.75,81,6.48,84
2021-07-18,2021-09-05,35,2021-04-20,onboarded,457,919.17,120.83,57,16.47,36
2021-03-13,2021-06-04,41,2021-08-29,activated,268,434.84,1221.25,38,24.76,85
2021-08-27,2021-01-09,54,2021-08-09,onboarded,365,1733.8,1284.33,95,50.34,93
2021-01-21,2021-05-15,91,2021-12-01,onboarded,974,136.6,407.64,94,76.23,89
2021-04-30,2021-03-28,68,2021-05-22,activated,62,1638.92,1417.94,2,42.35,24
2021-11-23,2021-05-24,57,2021-10-09,activated,285,1408.51,574.37,82,20.89,68
2021-10-24,2021-11-23,6,2021-12-17,activated,258,58.68,888.65,74,56.79,91
2021-03-31,2021-06-11,97,2021-05-04,activated,754,1154.87,1509.2,52,78.39,88
2021-06-04,2021-06-15,11,2021-07-18,onboarded,799,1404.71,1822.38,26,78.69,81
2021-01-26,2021-06-04,77,2021-07-24,activated,288,796.11,552.49,78,32.88,34
2021-06-10,2021-07-13,19,2021-09-10,activated,935,1584.77,1054.95,84,37.74,9
2021-02-24,2021-07-03,100,2021-05-10,activated,878,747.94,1313.45,50,97.62,12
2021-12-07,2021-07-26,2,2021-01-10,onboarded,787,1153.75,975.39,85,98.84,94
2021-10-26,2021-06-03,40,2021-07-10,onboarded,926,1280.61,1903.14,22,18.31,93
2021-10-26,2021-06-13,69,2021-11-02,pending,476,569.86,1225,91,95.9,72
2021-04-27,2021-08-05,78,2021-10-24,activated,373,1135.6,398.34,4,28.28,3
2021-11-24,2021-05-12,10,2021-06-18,activated,478,780.71,1427.45,98,35.5,72
2021-10-16,2021-11-26,21,2021-03-31,onboarded,33,1879.17,1915.84,23,59.8,37
2021-11-22,2021-09-06,81,2021-03-11,pending,73,628.8,262.25,84,62.67,18
2021-10-07,2021-07-25,33,2021-06-05,onboarded,653,124.19,5.6,35,16.33,8
2021-04-13,2021-04-20,80,2021-12-13,activated,807,608.67,1345.8,47,61.52,63
2021-06-25,2021-10-31,98,2021-12-10,activated,184,1111.35,377.67,83,56.26,41
2021-04-27,2021-06-05,31,2021-02-24,onboarded,731,1554.19,1363.7,17,84.12,92
2021-02-17,2021-05-14,60,2021-02-07,onboarded,203,1160.44,1712.55,2,88.44,12
2021-07-09,2021-05-24,88,2021-08-05,activated,824,1469.84,1397.48,79,37.66,16
2021-02-23,2021-05-19,51,2021-12-16,activated,223,763.68,154.23,31,72.19,13
2021-08-06,2021-09-24,61,2021-01-15,onboarded,217,225.53,1689.51,76,74.18,24
2021-10-05,2021-03-01,67,2021-11-15,activated,890,1201.88,795.6,33,98.36,71
2021-06-28,2021-01-18,28,2021-07-13,activated,166,1576.33,895.7,33,66.74,59
2021-03-05,2021-09-24,84,2021-09-29,activated,282,1087.16,1620.87,29,89.1,91
2021-04-02,2021-09-25,46,2021-04-24,activated,528,542.63,283.6,80,61.98,92
2021-05-23,2021-09-27,16,2021-08-04,onboarded,383,1387.19,486.26,3,64.2,73
2021-10-26,2021-04-01,90,2021-05-07,onboarded,284,1850.14,230.66,98,88.19,80
2021-05-04,2021-04-19,31,2021-05-19,onboarded,413,1772.83,475.44,31,34.53,27
2021-06-30,2021-10-15,11,2021-01-03,onboarded,504,505.16,1669.24,83,70.14,68
2021-06-08,2021-01-22,56,2021-08-22,onboarded,435,1159.61,1709.3,43,6.19,60
2021-07-24,2021-09-29,28,2021-04-26,onboarded,12,28.97,1598.58,45,22.25,57
2021-05-24,2021-02-03,72,2021-01-29,onboarded,900,1940.99,474.98,4,91.8,17
2021-09-06,2021-07-14,68,2021-06-12,onboarded,569,193.41,156.1,96,59.71,22
2021-02-22,2021-03-14,87,2021-06-10,pending,140,410.6,1952.41,54,20.49,80
2021-07-06,2021-11-22,11,2021-03-12,onboarded,425,1204.38,646.15,21,48.4,8
2021-05-30,2021-02-13,31,2021-02-08,activated,911,608.44,1131.79,53,15.2,73
2021-10-07,2021-12-28,8,2021-12-23,onboarded,680,1989.48,1011.19,57,7.6,5
2021-04-11,2021-04-13,16,2021-04-24,onboarded,328,1497.43,1467.23,52,34.45,78
2021-02-25,2021-02-07,25,2021-12-12,pending,520,162.81,992.97,79,57.21,12
2021-05-01,2021-02-09,45,2021-11-15,onboarded,520,463.47,1531.15,96,8.6,18
2021-03-12,2021-01-01,58,2021-06-13,onboarded,529,1136.24,144.94,94,57.79,1
2021-07-13,2021-02-26,88,2021-11-22,onboarded,435,1614.58,1662.8,16,83.53,27
2021-12-01,2021-02-05,62,2021-10-27,onboarded,828,640.62,637.11,26,29.55,13
2021-05-08,2021-11-22,16,2021-12-10,onboarded,879,41.43,1522.72,85,8.91,9
2021-09-29,2021-02-24,11,2021-02-22,pending,541,355.91,1077.35,35,19.96,57
2021-02-26,2021-11-06,81,2021-06-10,activated,861,233.79,526.62,84,6.8,47
2021-02-22,2021-04-22,77,2021-04-14,onboarded,315,193.34,665.85,54,31.3,70
2021-03-16,2021-02-23,73,2021-11-24,onboarded,952,1917.17,275.29,74,95.93,68
2021-09-25,2021-03-17,21,2021-12-07,onboarded,422,1505.16,39.9,88,40.21,30
2021-01-23,2021-07-26,16,2021-05-24,onboarded,123,1470.94,1034.13,43,9.17,74
2021-04-26,2021-04-11,34,2021-10-19,activated,69,169.25,297.8,61,12.52,95
2021-07-26,2021-06-09,50,2021-06-15,activated,446,279.27,373.46,51,70.56,82
2021-03-12,2021-11-15,17,2021-09-17,onboarded,875,773.43,319.57,56,66.77,69
2021-08-25,2021-12-27,47,2021-04-24,activated,936,84.18,363.21,69,93.74,53
2021-08-11,2021-03-01,76,2021-07-04,onboarded,118,1182.94,806.81,38,40.99,69
2021-05-01,2021-03-23,45,2021-03-03,onboarded,988,751.58,1571.8,36,93.36,55
2021-07-12,2021-07-24,46,2021-08-23,onboarded,260,945.21,1951.56,79,27.82,88
2021-08-31,2021-06-12,11,2021-12-27,activated,844,1757.22,1617.54,55,46.2,8
2021-03-21,2021-04-14,26,2021-08-24,pending,99,627.89,211.94,91,20.4,29
2021-11-26,2021-05-30,86,2021-02-09,onboarded,108,1998.41,1449.62,15,78.37,29
2021-04-07,2021-12-10,20,2021-03-02,onboarded,43,411.12,433.59,69,53.51,55
2021-02-28,2021-09-08,44,2021-03-12,onboarded,386,1355.19,1094.52,50,34.6,9
2021-06-30,2021-04-12,12,2021-09-10,onboarded,509,1331.11,1149.24,2,69.22,9
2021-12-11,2021-07-22,82,2021-02-27,onboarded,6,1999.27,1366.41,89,72.8,77
2021-10-10,2021-06-20,93,2021-10-15,pending,613,530.26,988.8,23,61.24,28
2021-02-18,2021-03-12,45,2021-10-31,activated,24,1129.41,467.23,86,53.89,91
2021-10-26,2021-09-09,42,2021-04-17,onboarded,360,1404.53,343.96,34,67.14,40
2021-08-18,2021-07-28,60,2021-06-25,onboarded,806,182.76,39.16,83,97.99,11
2021-10-01,2021-02-13,95,2021-02-03,onboarded,118,1452.74,444.32,17,58.48,43
2021-02-25,2021-10-22,3,2021-05-09,onboarded,432,273,1088.88,34,85.1,94
2021-03-14,2021-02-24,75,2021-11-01,onboarded,214,1657.69,362.94,39,14.26,62
2021-10-07,2021-04-24,7,2021-09-03,onboarded,223,1504.92,543.97,55,35.25,51
2021-03-28,2021-03-17,31,2021-05-20,onboarded,182,563.47,124.41,80,31.19,35
2021-06-12,2021-11-11,67,2021-06-11,onboarded,929,1399.53,1271.8,42,34.76,16
2021-04-19,2021-09-21,70,2021-06-23,onboarded,149,812.74,182.66,6,64.78,37
2021-09-12,2021-09-13,65,2021-11-06,pending,801,1601.98,327.25,26,4.47,13
2021-09-23,2021-09-05,99,2021-09-02,onboarded,251,527.42,1101.33,14,79.97,98
2021-11-19,2021-07-17,9,2021-05-08,onboarded,302,1799,656.13,38,4.86,23
2021-07-25,2021-07-06,49,2021-07-29,activated,551,1169.75,1388.67,22,92.47,50
2021-02-08,2021-06-04,27,2021-09-01,onboarded,696,1434.77,1621.61,60,1.62,7
2021-04-01,2021-10-31,76,2021-08-17,pending,341,1671.54,1373.67,67,97.67,20
2021-04-12,2021-08-23,73,2021-08-20,onboarded,899,1211.69,272.84,92,11.42,19
2021-01-22,2021-09-12,12,2021-04-20,onboarded,179,439.67,1791.33,99,97.28,27
2021-04-23,2021-03-26,62,2021-09-24,activated,103,1401.2,1234.97,22,57.82,40
2021-03-22,2021-05-31,68,2021-04-23,onboarded,867,430.6,1762.4,54,17.9,17
2021-06-22,2021-06-25,53,2021-11-18,activated,968,315.64,1033.7,89,11.69,93
2021-01-25,2021-02-27,78,2021-01-26,onboarded,294,380.41,841.99,82,29.27,54
2021-12-21,2021-03-22,97,2021-11-26,onboarded,641,1171.85,1952.36,7,46.82,66
2021-01-27,2021-10-02,51,2021-12-10,pending,363,328.73,622.13,72,58.42,7
2021-11-20,2021-04-07,35,2021-11-05,pending,723,849.52,1327.32,84,30.18,85
2021-07-31,2021-10-31,13,2021-07-16,onboarded,177,132.51,1002.2,46,71.45,91
2021-10-01,2021-01-21,73,2021-03-06,onboarded,490,1427.19,1428.51,22,10.27,27
2021-03-04,2021-10-25,84,2021-07-24,onboarded,833,1574.9,848.9,32,97.94,44
2021-01-06,2021-10-01,78,2021-02-13,activated,626,714.54,270.43,66,47.66,52
2021-07-28,2021-08-12,46,2021-10-27,onboarded,906,774.24,1949.9,89,91.3,99
2021-10-06,2021-01-18,80,2021-05-18,activated,471,204.9,194.88,45,11.33,63
2021-04-29,2021-11-23,61,2021-06-12,activated,980,1086.1,370.44,88,16.52,19
2021-01-04,2021-01-13,57,2021-03-01,activated,950,909.7,1946.78,48,38.26,29
2021-05-12,2021-10-16,59,2021-04-30,activated,984,997.98,1025.19,52,87.8,19
2021-11-30,2021-03-20,66,2021-05-20,activated,484,341.7,146.42,8,25.54,35
2021-11-21,2021-07-07,57,2021-11-26,onboarded,767,1284.95,1805.96,83,99.4,47
2021-08-03,2021-02-04,1,2021-10-17,onboarded,799,758.1,1465.67,29,7.36,18
2021-12-27,2021-06-13,59,2021-08-24,onboarded,243,1433.1,987.58,94,89.41,92
2021-04-23,2021-02-04,67,2021-09-24,onboarded,113,652.28,886.18,91,11.26,7
2021-03-08,2021-05-29,15,2021-08-21,onboarded,372,1305.89,1352.27,61,42.44,36
2021-02-09,2021-12-14,82,2021-06-01,activated,830,1785.42,651.6,94,94.6,18
2021-08-23,2021-10-30,10,2021-08-21,onboarded,240,1487.11,1506.25,98,62.7,3
2021-10-12,2021-01-13,23,2021-04-15,onboarded,104,1447.13,1097.12,28,20.18,54
2021-08-20,2021-01-11,87,2021-01-26,activated,953,1107.79,1338.9,68,22.11,28
2021-10-21,2021-08-26,65,2021-05-07,onboarded,17,1363.37,1332.29,72,66.1,1
2021-07-17,2021-08-19,41,2021-10-28,onboarded,788,1009.4,1137.53,21,65.9,10
